headline,link,description,time
পিকে হালদার আ.লীগের কেউ নয়,https://www.dhakapost.com/country/116214,"আওয়ামী লীগের সাধারণ সম্পাদক এবং সড়ক পরিবহন ও সেতুমন্ত্রী ওবায়দুল কাদের বলেছেন, অর্থপাচার মামলায় ভারতে আটক পিকে হালদার...",2022-05-16 17:51:56
ইজিবাইক চার্জ দিতে গিয়ে প্রাণ গেল চালকের,https://www.dhakapost.com/country/116105,মেহেরপুরে ইজিবাইক চার্জ দিতে গিয়ে সুমন আলী (৩০) নামে এক চালকের মৃত্যু হয়েছে। রোববার (১৫ মে) রাত ১০টার দিকে সদর...,2022-05-16 10:47:57
চার যুগ মানুষের সেবায় ব্রত জিলিয়ানের শেষ চাওয়া,https://www.dhakapost.com/country/115564,চার যুগেরও বেশি সময় ধরে মেহেরপুরবাসীকে চিকিৎসাসেবা দিয়ে যাচ্ছেন ব্রিটিশ নাগরিক জিলিয়ান এম রোজ। অবহেলিত ও সুবিধাবঞ্চিত মানুষকে সেবা দিয়ে কেড়ে নিয়েছেন মানুষের...,2022-05-13 10:10:32
নারী শ্রমিকের সংখ্যা বাড়লেও বৈষম্য মজুরিতে,https://www.dhakapost.com/country/113808,মেহেরপুর কৃষিনির্ভর একটি জেলা। এ জেলায় তেমন কলকারখানা বা শিল্প প্রতিষ্ঠান নেই। কৃষি কাজই মেহেরপুরের মানুষের একমাত্র...,2022-05-02 19:46:00
ঘুষের টাকা ফেরত চেয়ে আনসার সদস্যদের বিক্ষোভ,https://www.dhakapost.com/country/112325,৫০০ ও ৭০০ টাকা ঘুষ দিয়ে দায়িত্ব নেওয়া আনসার সদস্যরা সম্মানি হিসেবে পাচ্ছেন মাত্র ২ হাজার ১০০ টাকা। জীবনবাজি রেখে নির্বাচনী কেন্দ্রে দায়িত্ব পালন করা...,2022-04-24 16:03:17
৭২ জন যুদ্ধাহত বীর মুক্তিযোদ্ধাকে সংবর্ধনা প্রদান,https://www.dhakapost.com/country/110960,মেহেরপুর জেলার সাতজনসহ মোট ৭২ জন যুদ্ধাহত মুক্তিযোদ্ধাদের সংবর্ধনা প্রদান করেছেন লায়ন্স ক্লাব ইন্টারন্যাশনাল। লায়ন্সক্লাব ঢাকা ওয়েসিস...,2022-04-17 20:33:52
ক্রেতাশূন্য বিপণিবিতানে পুষ্পা-কাঁচা বাদামের পসরা,https://www.dhakapost.com/country/110218,মলিন মুখে বসে আছেন মেহেরপুরের প্রসিদ্ধ কাপড় বিপণন প্রতিষ্ঠান জামান গার্মেন্টসের মনিরুজ্জামান দিপু ও গাংনীর কাজল বস্ত্রালয়ের...,2022-04-13 16:49:42
মধু বিক্রি করে মাসে আয় ২ লাখ টাকা,https://www.dhakapost.com/country/108591,এক স্বজনের পরামর্শে ১০ হাজার টাকা আর চারটি মৌ-বাক্স দিয়ে মৌচাষ শুরু করেন মেহেরপুর সদর উপজেলার কুতুবপুর গ্রামের কৃষক রোকনুজ্জামান। মৌচাষে পুরোদমে আত্মনিয়োগ...,2022-04-05 15:35:21
মেহেরপুরে এক সপ্তাহে ৩ শতাধিক ডায়রিয়া রোগী হাসপাতালে ভর্তি,https://www.dhakapost.com/country/108066,মেহেরপুরে ডায়রিয়া আক্রান্ত রোগীর সংখ্যা বাড়ছে। বিশেষ করে নারী ও শিশুরা এ রোগে আক্রান্ত হচ্ছে বেশি। গত এক সপ্তাহে জেলায়...,2022-04-03 08:43:05
একসময়ের ‘চোরের গ্রাম’ এখন ‘প্রবাস গ্রাম’,https://www.dhakapost.com/country/107882,"একসময় গ্রামটির নাম শুনলেই আঁতকে উঠত মেহেরপুরসহ আশপাশের জেলার মানুষ। কারণ গ্রামের সবাই চুরি, ডাকাতি, ছিনতাই ও রাহাজানিতে জড়িত ছিল। আশপাশের যেখানেই চুরি-ডাকাতি...",2022-04-02 09:47:20
মেহেরপুরে দাঁড়িয়ে থাকা কাভার্ড ভ্যানে মিনি ট্রাকের ধাক্কায় নিহত ২,https://www.dhakapost.com/country/106035,মেহেরপুরে সড়কের পাশে বিকল হয়ে দাঁড়িয়ে থাকা সিমেন্টবাহী কার্ভাড ভ্যানের পেছনে মিনি ট্রাকের ধাক্কায় মিনি ট্রাকের চালক ও তার সহকারী নিহত হয়েছেন। বৃহস্পতিবার...,2022-03-24 10:22:23
সবাইকে পেনশনের আওতায় আনার পরিকল্পনা করছে সরকার,https://www.dhakapost.com/country/102681,"জনপ্রশাসন প্রতিমন্ত্রী ফরহাদ হোসেন বলেছেন, ষাট বছর পেরিয়ে গেলেও যাতে দেশের প্রতিটি মানুষ ভালো থাকেন, চিকিৎসাসহ মৌলিক চাহিদাগুলো...",2022-03-08 16:13:59
লাঠি নিয়ে সহকর্মীর ঘরে হামলা চালান কৃষি ব্যাংক কর্মকর্তা,https://www.dhakapost.com/country/101964,মেহেরপুর মুজিবনগর উপজেলার দারিয়াপুর কৃষি ব্যাংক শাখার সিনিয়র অফিসার মোস্তফা মনোয়ারকে ইয়াবাসহ আটক করেছে পুলিশ। শুক্রবার (৪ মার্চ) মধ্যরাতে শহরের স্টেডিয়াম...,2022-03-05 13:27:29
দেশে আর লকডাউনের প্রয়োজন নেই : জনপ্রশাসন প্রতিমন্ত্রী,https://www.dhakapost.com/country/100426,"দেশে আর লকডাউনের প্রয়োজন হবে না, জোর দেওয়া হবে টিকা কার্যক্রম ও মাস্ক পরাকে। বিশ্বের অনেক দেশকে ছাড়িয়ে প্রধানমন্ত্রী শেখ হাসিনার দূরদর্শিতায় দেশে পর্যাপ্ত পরিমাণ টিকার মজুত করেছেন, যা বিশ্বের অনেক দেশ করতে ব্যর্থ হয়েছে...",2022-02-26 15:36:51
মেহেরপুরে হঠাৎ ঝড়-বৃষ্টিতে নুয়ে পড়েছে ৩২ হাজার হেক্টরের ফসল,https://www.dhakapost.com/country/100395,"বৃহস্পতিবার (২৪ ফেব্রুয়ারি) রাতে মেহেরপুরের ওপর দিয়ে বয়ে যাওয়া হঠাৎ বৃষ্টি ও ঝোড়ো হাওয়ায় উঠতি ফসলের ব্যাপক ক্ষয়ক্ষতি হয়েছে। বিশেষ করে গম, মসুর ও তামাক খেতের ব্যাপক ক্ষতি হয়েছে বলে জানিয়েছেন জেলার চাষিরা...",2022-02-26 13:12:23
টিকা নিয়ে বাড়ি ফেরা হলো না স্কুলছাত্রের,https://www.dhakapost.com/country/99736,মেহেরপুরের গাংনীতে করোনার টিকা নিয়ে বাড়ি ফেরার পথে ইজিবাইকের ধাক্কায় সাকিবুল ইসলাম শিলন (১৩) নামে এক স্কুলছাত্র নিহত হয়েছে...,2022-02-23 16:13:32
৫ বছর আগে শ্বশুরবাড়ি থেকে উধাও রিপনকে উদ্ধার,https://www.dhakapost.com/country/99500,৫ বছর আগে সংসার ও পরিবার ছেড়ে উধাও মেহেরপুরের রকিবুজ্জামান রিপনকে জীবিত উদ্ধার করেছে পুলিশ ব্যুরো অব ইনভেস্টিগেশন (পিবিআই)। গত সোমবার (২০ ফেব্রুয়ারি) কুষ্টিয়া...,2022-02-22 16:54:28
হাইব্রিড-৪ বেগুন চাষ করে তাক লাগিয়েছেন শফিকুল,https://www.dhakapost.com/country/98768,"দেশি বেগুনের মতোই অটুট স্বাদ, আকারে বড়, ফলনও বেশি। পোকামাকড়ের আক্রমণ কম। সার ও কীটনাশকের প্রয়োজনীয়তাও স্বল্প। এই অল্প খরচে দ্বিগুণ উৎপাদিত হচ্ছে নতুন বারি হাইব্রিড-৪ জাতের বেগুন...",2022-02-19 14:11:28
মেহেরপুরে ঢাকা পোস্টের প্রথম প্রতিষ্ঠাবার্ষিকী উদযাপন,https://www.dhakapost.com/country/98299,জমকালো অনুষ্ঠানের মধ্য দিয়ে মেহেরপুরে পালিত হলো জনপ্রিয় নিউজ পোর্টাল ঢাকা পোস্টের  প্রথম প্রতিষ্ঠাবার্ষিকী। বুধবার (১৬ ফেব্রুয়ারি) বিকেলে জেলা শিল্পকলা একাডেমিতে...,2022-02-16 20:09:07
"বেচাকেনা নেই, মেহেরপুরে ফুল ব্যবসায়ীদের মাথায় হাত",https://www.dhakapost.com/country/98137,করোনা মহামারির প্রভাব পড়েছে মেহেরপুরের ফুল বাজারে। বেচাকেনা না থাকায় সংগ্রহ করা ফুলে পচন ধরতে শুরু করেছে। ফুল...,2022-02-16 08:39:37
"দুই পাড়ে ভালোবাসার মানুষ, বাধা শুধু কাঁটাতারের বেড়া",https://www.dhakapost.com/country/97867,মেহেরপুরের সীমান্তবর্তী একটি গ্রামের নাম শোলমারী। সেখানকার সীমান্তে রয়েছে কাঁটাতারের বেড়া ও ছোট একটা নদী। বিভিন্ন পূজাপার্বণের সময় নদীতে স্নান করতে আসে দুই বাংলার তরুণ-তরুণীসহ বিভিন্ন বয়সী মানুষ। দেখা হয় দুই বাংলার মানুষের...,2022-02-14 21:46:37
মেহেরপুরে জামায়াত নেতাসহ আটক ৩০,https://www.dhakapost.com/country/97515,মেহেরপুরের গাংনীর সাহারবাটি ইউনিয়ন জামায়াতের সেক্রেটারীসহ ৩০ নেতাকর্মীকে আটক করেছে পুলিশ। শনিবার (১২ ফেব্রুয়ারি) রাতে গাংনীর ভাটপাড়া মসজিদ থেকে তাদের আটক করা হয়...,2022-02-13 15:46:50
সাংবাদিক তাপসের কৃষি উদ্যোক্তা হওয়ার গল্প,https://www.dhakapost.com/country/96392,মফস্বল শহরে সাংবাদিকতা পেশায় নিজের ভাগ্য বদলাতে না পারলেও কৃষিতে নিজের ভাগ্য বদলাচ্ছেন মেহেরপুরের গাংনী...,2022-02-08 08:29:53
সামান্য বিষয় নিয়ে ভ্যানচালককে পিটিয়ে হত্যা,https://www.dhakapost.com/country/93820,তুচ্ছ ঘটনাকে কেন্দ্র করে মেহেরপুরের সদর উপজেলার আমঝুপি গ্রামের মাঠ পাড়ার বাশার মোল্লা (৫৮) নামে এক ভ্যানচালককে পিটিয়ে হত্যার অভিযোগ উঠেছে। বুধবার (২৬ জানুয়ারি) বিকেলে এ ঘটনা ঘটে। তিনি ওই গ্রামের মৃত খালেক মোল্লার ছেলে।,2022-01-26 21:42:57
সুসজ্জিত ঘোড়ার গাড়িতে চড়ে বিদায় নিলেন শিক্ষক,https://www.dhakapost.com/country/92423,বিদায় বেদনার হলেও কখনো কখনো তা হয়ে থাকে চিরস্মরণীয়। এমনই এক বিদায়ী সংবর্ধনা পেয়েছেন মেহেরপুর সদর উপজেলার আমঝুপি মাধ্যমিক বিদ্যালয়ের...,2022-01-20 20:59:36
মেহেরপুরে চালু হলো ভ্রাম্যমাণ কৃষি হাসপাতাল,https://www.dhakapost.com/country/92077,"যার প্রাণ আছে, তারই রোগ আছে। তাই শাকসবজি, ফলমূলসহ গাছেরও রোগ আছে। গাছের রোগবালাই দূর করতে কৃষিবিদদের গবেষণায় তৈরি হয়েছে নানা রকম ওষুধ। কৃষকদের কাছে পরিবেশবান্ধব কৃষিপ্রযুক্তির...",2022-01-19 15:02:25
বঙ্গবন্ধুর ‘অসমাপ্ত আত্মজীবনী’ পড়াসহ ১৩ শর্তে প্রবেশন সুমনের,https://www.dhakapost.com/country/90501,মাদক মামলায় শিশু আসামি নাসিম ইকবাল সুমনকে এক বছরের জন্য প্রবেশনে রাখার আদেশ দিয়েছেন আদালত। মাদক মামলায় চূড়ান্ত অব্যাহতি পেতে ১৩টি শর্ত মেনে নিজেকে কলঙ্ক ও মাদকমুক্ত হওয়ার সুযোগ দেন আদালত...,2022-01-12 16:07:24
একটি সেতুর জন্য ১০ গ্রামের মানুষের ৫০ বছরের অপেক্ষা,https://www.dhakapost.com/country/88939,মেহেরপুর সদর উপজেলার রাধাকান্তপুর ভৈরব নদীর ওপর সেতু না থাকায় বাঁশের সাঁকো দিয়ে পারাপার হতে হয় বুড়িপোতা ইউনিয়নের অন্তত ১০ গ্রামের অন্তত ১৫ হাজার মানুষকে। একমাত্র ভরসা...,2022-01-05 19:00:50
"২০ বছর ধরে বাচেনার পেটে কাঁচি, তদন্ত কমিটি গঠিত",https://www.dhakapost.com/country/88929,অস্ত্রোপচারের পর ২০ বছর ধরে পেটে কাঁচি বহন করে চলা বাচেনা খাতুনের চিকিৎসক ও ক্লিনিক মালিকের বিরুদ্ধে একটি তদন্ত কমিটি গঠন করা হয়েছে...,2022-01-05 18:27:37
বিশ্ববাজারে রফতানি হচ্ছে মেহেরপুরের বাঁধাকপি,https://www.dhakapost.com/country/87350,"মেহেরপুর জেলায় উৎপাদিত বাঁধাকপি-ফুলকপি দেখতে সুন্দর, খেতেও সু-স্বাদু। দেশের বাজারেও রয়েছে ব্যাপক চাহিদা। উৎপাদিত বাঁধাকপি জেলার চাহিদা মিটিয়ে সারাদেশের চাহিদা পূরণ করে আসছে বহু বছর থেকে...",2021-12-29 13:41:40
সৌন্দর্যের লীলাভূমি মেহেরপুরের জীববৈচিত্র্য হুমকিতে,https://www.dhakapost.com/country/85655,"অপার সৌন্দর্যের লীলাভূমি মেহেরপুরে জীববৈচিত্র্য বিলুপ্ত হতে চলেছে। প্রকৃতি থেকে হারিয়ে যাচ্ছে দোয়েল, কোয়েল, ঘুঘু, বাবুই ও চড়ুইসহ নাম না জানা সব পাখি। পরিবেশ বিপর্যয়, বন নিধন, কীটনাশকের অবাধ প্রয়োগ...",2021-12-21 17:46:56
২০৪১ সালের মধ্যেই উন্নত দেশের তালিকায় থাকবে বাংলাদেশ,https://www.dhakapost.com/country/85638,"জনপ্রশাসন প্রতিমন্ত্রী ফরহাদ হোসেন বলেছেন, প্রান্তিক পর্যায়ের সাধারণ মানুষ নিরাপত্তার সঙ্গে  বসবাস করছেন। আনসার ও গ্রাম প্রতিরক্ষা বাহিনীর সদস্যরা দিনরাত প্রান্তিক মানুষের নিরাপত্তা দিয়ে আসছেন। তাই গ্রাম প্রতিরক্ষায় ডিজিটালাইজেশনের কথাও ভাবছে...",2021-12-21 17:09:53
১৪ কোটি টাকার স্ট্যাম্প জালিয়াতি মামলায় সাবেক নাজির কারাগারে,https://www.dhakapost.com/country/84321,প্রায় ১৪ কোটি টাকার স্ট্যাম্প জালিয়াতি মামলায় মেহেরপুর জেলা প্রশাসকের কার্যালয়ের নাজির (সাময়িক বরখাস্ত) রফিকুল ইসলামকে কারাগারে পাঠিয়েছেন আদালত।,2021-12-15 20:00:14
পাকিস্তানি বাহিনী আমাদের ঘিরে ফেলে,https://www.dhakapost.com/country/82740,বয়স তখন ১৭ কি ১৮ বছর। টগবগে এ যুবক স্বাধীনতার স্থপতি বঙ্গবন্ধু শেখ মুজিবুর রহমানের ৭ই মার্চের ভাষণ ও ভগ্নিপতির (আমির আলী) উৎসাহ-অনুপ্রেরণায় উদ্বুদ্ব হয়ে যুদ্ধে যাওয়ার প্রস্তুতি নেন...,2021-12-09 13:09:04
পরাজিত প্রার্থীর ৪০০ কলাগাছ কেটে নির্বাচনী প্রতিশোধ!,https://www.dhakapost.com/country/80615,নির্বাচনী দ্বন্দ্বের জেরে মেহেরপুর সদর উপজেলার বুড়িপোতা ইউনিয়নের তিন নম্বর ওয়ার্ডের পরাজিত সদস্য প্রার্থী শরিফুল ইসলামের ১৮ কাঠা জমির কাঁধিসহ চারশ...,2021-11-30 18:06:32
মেহেরপুরে বাঁধাকপি চাষে বাধা হয়ে দাঁড়িয়েছে পোকা,https://www.dhakapost.com/country/78678,বালাইনাশক ব্যবহার করেও পোকা দমন করতে পারছেন না কপিচাষিরা। মেহেরপুরের সর্বত্র কপিখেতে সরু পোকার আক্রমণে দিশেহারা হয়ে পড়েছেন চাষিরা। পোকা দমনে কৃষি অফিসের কোনো...,2021-11-23 11:17:02
মেহেরপুরে সড়কে ঝরল দুই শিক্ষার্থীর প্রাণ,https://www.dhakapost.com/country/78445,মেহেরপুরে পৃথক সড়ক দুর্ঘটনায় দুই শিক্ষার্থী নিহত হয়েছে। সোমবার (২২ নভেম্বর) সকালে জেলার সদর ও গাংনী উপজেলায়...,2021-11-22 14:02:57
"নৌকায় ভোট হবে ওপেন, মেম্বারদের গোপনে",https://www.dhakapost.com/country/78368,"‘নৌকার ভোট ওপেন টেবিলে দেবো, মেম্বারদের ভোট গোপনে- এই শ্লোগান তৈরি করতে হবে। এখানে প্রশাসনের যারা আছেন তাদের...",2021-11-22 08:05:26
বাংলাদেশ ও ভারতীয় সাইকেল শোভাযাত্রা এখন মেহেরপুরে,https://www.dhakapost.com/country/77312,স্বাধীনতার ৫০ বছর পূর্তি উপলক্ষে যৌথ সাইকেল শোভাযাত্রা করেছে বাংলাদেশ ও ভারতীয় সেনাবাহিনী। গত সোমবার (১৫ নভেম্বর) যশোর থেকে এ শোভাযাত্রা শুরু হয়। শেষ হবে আগামী ১৯ নভেম্বর...,2021-11-17 13:35:57
বাংলাদেশ সমৃদ্ধির পথে এগিয়ে যাচ্ছে : জনপ্রশাসন প্রতিমন্ত্রী,https://www.dhakapost.com/country/73588,"জনপ্রশাসন প্রতিমন্ত্রী ফরহাদ হোসেন বলেছেন, এই সরকারকে না পেলে বাংলাদেশ জঙ্গিবাদের দেশ হয়ে যেত, অন্ধকারে নিমজ্জিত হয়ে যেত। আজকে সেখান থেকে বের হয়ে আলোর পথে, সমৃদ্ধির পথে বাংলাদেশ এগিয়ে যাচ্ছে...",2021-11-01 22:48:09
নিরাপত্তা চেয়ে আদালতে ছেলের বিরুদ্ধে মায়ের মামলা,https://www.dhakapost.com/country/73256,মেহেরপুরে অত্যাচার ও নির্যাতনের প্রতীকার এবং জীবনের নিরাপত্তা চেয়ে নাজেরা বেগম (৬৭) নামের এক বৃদ্ধা তার বড় ছেলে ও নাতির বিরুদ্ধে আদালতে মামলা করেছেন...,2021-10-31 18:02:33
"অ্যাকুরিয়ামে মাছ, ঘরের শোভা থেকে আয়",https://www.dhakapost.com/country/71906,ঘরের শোভা বাড়াতে অ্যাকুরিয়ামের জুড়ি নেই। তবে মেহেরপুরে এখন বাণিজ্যিকভাবে অ্যাকুরিয়ামে মাছ চাষ করা হচ্ছে। এটা...,2021-10-26 11:53:29
মেহেরপুরে আবারও সেরা এসআই অজয়,https://www.dhakapost.com/country/71560,ষষ্ঠবারের মতো মেহেরপুরে জেলার সর্বোচ্চ মাদক উদ্ধারকারি হিসেবে মনোনীত হয়েছেন এসআই অজয় কুমার কুণ্ডু।,2021-10-25 08:12:28
মাদকসহ সাবেক ছাত্রলীগ নেতা গ্রেফতার,https://www.dhakapost.com/country/70475,৫টি মাদক মামলাসহ মোট ১৩টি মামলার আসামি মেহেরপুর কলেজ ছাত্রলীগের সাবেক সাধারণ সম্পাদক ও শহর স্বেচ্ছাসেবক লীগের যুগ্ম আহ্বায়ক মাহফুজুর রহমান পোলেনকে ফেনসিডিলসহ গ্রেফতার করেছে জেলা গোয়েন্দা (ডিবি) পুলিশ...,2021-10-20 13:17:49
মেহেরপুরে ইটভাটা থেকে বোমা ও দেশীয় অস্ত্র উদ্ধার,https://www.dhakapost.com/country/68222,মেহেরপুর সদর উপজেলার বারাকপুরে আলিফ ব্রিকস নামে একটি ইটভাটা থেকে লাল টেপে মোড়ানো ৫টি বোমা ও ১২টি দেশীয় ধারালো অস্ত্র (হাসুয়া) উদ্ধার করেছে পুলিশ। রোববার (১০ অক্টোবর) সন্ধায় ইটভাটা থেকে বোমা ও হাসুয়াগুলো উদ্ধার করা হয়...,2021-10-10 21:12:26
ঝুঁকিপূর্ণ মানুষদের অগ্রাধিকার ভিত্তিতে ভ্যাকসিন দেওয়া হচ্ছে,https://www.dhakapost.com/country/65319,"জনপ্রশাসন প্রতিমন্ত্রী ফরহাদ হোসেন বলেছেন, ঝুঁকিপূর্ণ মানুষদের চিহ্নিত করে অগ্রাধিকার ভিত্তিতে ভ্যাকসিন দেওয়া হচ্ছে। প্রধানমন্ত্রীর নির্দেশে যারা সব সময় বাইরে থাকেন, বিদেশ যাবেন...",2021-09-28 17:36:41
"ত্রিমুখী সংঘর্ষে বিক্রয় প্রতিনিধির মৃত্যু, আহত ৩",https://www.dhakapost.com/country/64421,মেহেরপুর সদর উপজেলার আমঝুপি বিএডিসি বীজ ফার্ম এলাকায় মোটরসাইকেলের ত্রিমুখী সংঘর্ষে ইয়াহিয়া (৩৭) নামের এক ওষুধ কোম্পানির বিক্রয় প্রতিনিধির মৃত্যু হয়েছে। এ ঘটনায় আরও তিনজন আহত হয়েছেন।,2021-09-25 02:44:24
মেহেরপুরে গুণী শিল্পীদের সম্মাননা দিলেন জনপ্রশাসন প্রতিমন্ত্রী,https://www.dhakapost.com/country/64044,মেহেরপুর জেলা শিল্পকলা একাডেমির উদ্যোগে জেলার কৃতী পাঁচ গুণী শিল্পীকে সম্মাননা প্রদান করা হয়েছে। বুধবার (২২ সেপ্টেম্বর) রাতে মেহেরপুর জেলা...,2021-09-23 12:34:39
নীল সংগ্রামের স্মৃতিচিহ্ন মেহেরপুরের দুই নীলকুঠি,https://www.dhakapost.com/country/63580,"‘নীলচাষ শব্দটি শুনলেই চোখের সামনে ভেসে ওঠে কোনো ইংরেজ বড় লাটের হাতে চাবুক, অসহায় কৃষকের চোখে জল, আহাজারি ও ক্ষুধার হিংস্র থাবা। নীল চাষ",2021-09-21 17:54:49
গোল্ডেন জুবিলি অ্যাওয়ার্ড পেলেন উদ্যোক্তা নিলুফার ইয়াসমিন,https://www.dhakapost.com/country/63094,বাংলাদেশের স্বাধীনতার ৫০ বছর পূর্তি উপলক্ষে গোল্ডেন জুবিলি অ্যাওয়ার্ড পেয়েছেন নারী উদ্যোক্তা মেহেরপুরের নিলুফার ইয়াসমিন রুপা। ইউনাইটেড মুভমেন্ট ফর হিউম্যান রাইটস দেশের...,2021-09-19 21:07:52
স্বর্ণ ও রৌপ্য পদক জিতে দেশের শীর্ষে মেহেরপুর,https://www.dhakapost.com/country/62228,দ্বিতীয় জুনিয়র ক্লাব ভারোত্তোলন (অনূর্ধ্ব-২০) ২০২১ প্রতিযোগিতায় দুটি স্বর্ণ ও দুটি রোপ্যপদক পাওয়ার গৌরব অর্জন করেছেন মেহেরপুরের গাংনীর মোয়াজ্জেম...,2021-09-16 12:31:14
৩০ গ্রাম হেরোইন রাখার দায়ে যাবজ্জীবন কারাদণ্ড,https://www.dhakapost.com/country/58457,মেহেরপুরে হেরোইন রাখার অপরাধে মনিরুল ইসলাম (৪৭) নামে এক ব্যক্তিকে যাবজ্জীবন সশ্রম কারাদণ্ড দিয়েছেন আদালত। একই সঙ্গে তাকে ১০ হাজার টাকা জরিমানা অনাদায়ে...,2021-09-01 16:47:38
স্বামী হত্যার দায়ে স্ত্রীসহ ৪ জনের যাবজ্জীবন,https://www.dhakapost.com/country/56957,মেহেরপুর সদর উপজেলার বলিয়ারপুর গ্রামের আলম হত্যা মামলায় তার দ্বিতীয় স্ত্রী সাফিয়া খাতুনসহ চারজনের যাবজ্জীবন কারাদণ্ড দিয়েছেন আদালত। একই সঙ্গে প্রত্যেককে ১০ হাজার টাকা করে জরিমানা করা হয়েছে। বৃহস্পতিবার (২৬ আগস্ট) দুপুরে অতিরিক্ত জেলা ও দায়রা জজ আদালতের...,2021-08-26 17:07:36
চোখ বন্ধ করে বঙ্গবন্ধুর ছবি আঁকবেন তারিন,https://www.dhakapost.com/country/54488,"হৃদয়ের শ্বেতপর্দায় যে প্রিয়জনের মুখচ্ছবি ভেসে ওঠে, ক্যানভাসে তার বহিঃপ্রকাশও ঘটানো যায় রংতুলি দিয়ে। ভালোবাসার আবেগে আপ্লুত হয়ে মনের মাধুরী দিয়ে...",2021-08-16 18:45:06
মহিদুলের এক রসগোল্লার দাম ৬০০ টাকা,https://www.dhakapost.com/country/53311,"বাজারে হরেক রকমের মিষ্টি পাওয়া যায়। যার মধ্যে রসে টইটুম্বুর রসগোল্লা অন্যতম। সেই আদিকাল থেকেই রসগোল্লা নিয়ে রচিত হয়েছে গল্প, নাটক ও লোককাহিনী...",2021-08-11 22:24:19
গ্রামবাসীকে অ্যাম্বুলেন্স উপহার দিলেন সৌদিপ্রবাসী আমিনুল,https://www.dhakapost.com/country/48413,করেনাকালীন মুহূর্তে দ্রুত হাসপাতালে নিতে হয় রোগীকে। কিন্তু সেটা সম্ভব যদি পর্যাপ্ত মেডিকেল সুবিধার আওতায় থাকে রোগীটি। আর গ্রামের বেলায় তো এসব চিন্তা সুদূরপ্রসারী। যোগাযোগব্যবস্থার অপ্রতুলতা আবার এবড়োখেবড়ো সড়ক হলে তো সঠিক চিকিৎসা পাওয়া দুষ্কর হয়ে ওঠে...,2021-07-23 08:06:39
হাসপাতালে লাশ রেখে পালালেন পিকআপ ভ্যানচালক,https://www.dhakapost.com/country/45452,মেহেরপুর ব্র্যাক অফিসের সামনে পিকআপ ভ্যানের ধাক্কায় শরিফুল ইসলাম (৫৫) নামে এক বাইসাইকেল আরোহী নিহত হয়েছেন। শনিবার...,2021-07-10 11:52:46
মেহেরপুরে করোনায় প্রাণ গেল আরও চারজনের,https://www.dhakapost.com/country/42199,"মেহেরপুরে করোনায় আক্রান্ত হয়ে আরও চারজনের মৃত্যু হয়েছে। রোববার (২৭ জুন) ভোরে মেহেরপুর জেনারেল হাসপাতালের করোনা ইউনিটে চিকিৎসাধীন অবস্থায় দুজন, সকাল ১০টায়...",2021-06-27 21:08:40
পরিদর্শকের বিদায়বেলা স্মৃতিময় করে দিলেন পুলিশ সুপার,https://www.dhakapost.com/country/39919,দীর্ঘ ৪০ বছরের চাকরিজীবন শেষ করে অবসরে যাওয়া এক পুলিশ পরিদর্শককে বর্ণাঢ্য আয়োজনের মধ্য দিয়ে বিদায় জানিয়েছে মেহেরপুর জেলা পুলিশ...,2021-06-18 21:04:18
মেহেরপুরে করোনায় আরও দুজনের মৃত্যু,https://www.dhakapost.com/country/39555,মেহেরপুর জেনারেল হাসপাতালে করোনায় আক্রান্ত হয়ে চিকিৎসাধীন অবস্থায় দুইজনের মৃত্যু হয়েছে। এ পর্যন্ত মোট মৃত্যুর সংখ্যা ৩০ জন। বৃহস্পতিবার (১৭ জুন) ভোর ৫টা ও সকাল ১০টার দিকে এই...,2021-06-17 12:49:57
পদ্মপাতায় আম চিড়া দই রসগোল্লায় আপ্যায়ন,https://www.dhakapost.com/country/36081,"আম, চিড়া, দই, আখের গুড় ও রসগোল্লা বাঙালির ঐতিহ্যবাহী মুখরোচক খাবার। বিয়ে বাড়ির অনুষ্ঠানে বর ও কনেপক্ষের নাস্তা হিসেবে এ সকল খাবার উপস্থাপন করা হতো...",2021-06-03 16:53:35
দুই হাত হা‌রি‌য়েও সা‌কিরু‌লের আয় লাখ টাকা,https://www.dhakapost.com/country/34673,অদম্য ইচ্ছাশক্তি আর কঠোর অধ্যবসায় মানুষকে নিয়ে যেতে পারে উন্নতির চরম শিখরে। হতে পারে সমাজের অনুকরণীয় দৃষ্টান্ত। তেমনি পঙ্গুত্বকে জয় করে অনুকরণীয় দৃষ্টান্ত স্থাপন করেছেন দুই হাত হারানো সাকিরুল...,2021-05-29 12:24:31
ছেলেকে বাঁচাতে কিডনি দিতে চান মা,https://www.dhakapost.com/country/33063,দুটি কিডনিই নষ্ট ছেলে পিন্টুর (৩৫)। ছেলেকে নিজের কিডনি দিয়ে বাঁচাতে চান মা টুনুয়ারা বেগম। তবে কিডনি প্রতিস্থাপনের টাকা যোগাড় করতে পারেননি তিনি। ছেলেকে বাঁচাতে সকলের সহযোগিতা কামনা...,2021-05-22 23:02:03
