headline,link,description,time
মেহেরপুরে বিনামূল্যে মাছ ও সবজি দিচ্ছে যুবলীগ,https://www.dhakapost.com/country/29835,মেহেরপুর জেলা যুবলীগের উদ্যোগে পাঁচ শতাধিক অসহায় ও পথচারীর মাঝে বিনামূল্যে সবজি বিতরণ করা হয়েছে। শুক্রবার (০৭ মে) সকালে শহীদ সামসুজ্জোহা পার্কে এ ফ্রি সবজি বিতরণ করা হয়....,2021-05-07 21:14:22
দোকানদারি করছেন করোনা রোগী,https://www.dhakapost.com/country/29068,মেহেরপুরে করোনাভাইরাসে আক্রান্ত হয়েও দোকান খুলে ব্যবসা পরিচালনা করছিলেন মোহাম্মদ আলী নামে এক ব্যবসায়ী। খবর পেয়ে তার দোকান বন্ধ করে...,2021-05-04 17:06:30
চিকিৎসা শেষে বাড়ি ফেরার পথে স্বামী-স্ত্রীর মৃত্যু,https://www.dhakapost.com/country/29015,রাজশাহী মেডিকেল কলেজ হাসপাতাল থেকে ক্যানসারের চিকিৎসা শেষে বাড়ি ফিরছিলেন সাহেরা খাতুন। এ সময় মেহেরপুর গাড়াডোব-খোকসা সড়কে মাইক্রোবাস নিয়ন্ত্রণ হারিয়ে গাছের সঙ্গে ধাক্কা লাগে...,2021-05-04 14:15:39
কৃষকের পাকা ধান কেটে দিল যুবলীগ,https://www.dhakapost.com/country/28158,মেহেরপুরে দরিদ্র কৃষকের ধান কেটে দিয়েছেন জেলা যুবলীগের নেতাকর্মীরা ৷ শুক্রবার (৩০ এপ্রিল) সকালে সদর উপজেলাধীন গোভীপুর গ্রামের কৃষক আনারুল ইসলামের দেড় বিঘা জমির ধান কেটে দেন তারা...,2021-04-30 16:20:31
খাদ্যশস্যে জলবায়ু পরিবর্তনের প্রভাব,https://www.dhakapost.com/country/24656,ধান আবাদে কৃষকের স্বপ্নে বাধা হয়ে দাঁড়িয়েছে নতুন রোগ। এর ফলে ৩ থেকে ৪ দিনের মধ্যে নষ্ট হয়ে যাচ্ছে জমির ফসল। যথাসম্ভব সব ব্যবস্থা গ্রহণ করেও ঠেকানো যাচ্ছে না রোগের বিস্তার। রোগটি নতুন হওয়ায় দিশেহারা হয়ে পড়েছেন কৃষকরা...,2021-04-16 08:52:07
মাথা ঝিনঝিন করেই জ্ঞান হারায় তারা,https://www.dhakapost.com/country/22978,মেহেরপুরের সদর উপজেলার পিরোজপুর ইউনিয়নের বলিয়ারপুর গ্রামে রাসনা ও ওরস্যালাইন খেয়ে একই পরিবারের পাঁচ সদস্য জ্ঞান হারিয়েছেন। বৃহস্পতিবার (৮ এপ্রিল) রাত সাড়ে ১০টার দিকে এ ঘটনা ঘটে...,2021-04-09 08:24:00
ট্যাংক খননের সময় তিন শ্রমিকের ওপর ধসে পড়ল মাটি,https://www.dhakapost.com/country/22132,মেহেরপুর শহরের হাসপাতাল বাজার এলাকায় নির্মাণাধীন ভবনের মাটি ধসে একজন নিহত এবং দুই নির্মাণ শ্রমিক আহত হয়েছেন। সোমবার দুপুর ১টায় এ ঘটনা ঘটেছে। ফায়ার সার্ভিসের কর্মীরা তাদের উদ্ধার করে মেহেরপুর জেনারেল হাসপাতালে ভর্তি করেছে।,2021-04-05 17:13:19
বিকেলে স্বাধীনতা সড়ক উদ্বোধন করবেন প্রধানমন্ত্রী,https://www.dhakapost.com/country/20031,শনিবার ২৭ মার্চ বিকেলে ভিডিও কনফারেন্সের মাধ্যমে স্বাধীনতা সড়ক উদ্বোধন করবেন প্রধানমন্ত্রী শেখ হাসিনা। এর আগে বাংলাদেশ ও ভারতের প্রধানমন্ত্রী পর্যায়ে সড়কটি উদ্বোধনের কথা ছিলো। সকাল থেকে সড়কটির দু’পাশে সাজ-সজ্জা করা হয়েছে। সড়কের পাশে একটি ফলক নির্মাণ করা হয়েছে,2021-03-27 14:10:57
মেহেরপুরে হত্যা মামলায় ৫ জনের যাবজ্জীবন,https://www.dhakapost.com/country/19000,মেহেরপুর সদর উপজেলার হিজুলি গ্রামের নুর ইসলাম হত্যা মামলায় পাঁচজনকে যাবজ্জীবন কারাদণ্ড দিয়েছেন আদালত.....,2021-03-22 19:20:56
মেহেরপুরে জমকালো আয়োজনে ঢাকা পোস্টের উদ্বোধন,https://www.dhakapost.com/country/11547,সারাদেশের মতো মেহেরপুরেও আনুষ্ঠানিকভাবে যাত্রা শুরু করল অনলাইন নিউজ পোর্টাল ঢাকাপোস্ট.কম। এ উপলক্ষে মঙ্গলবার (১৬ ফেব্রুয়ারি) সকাল সাড়ে ১০টায় মেহেরপুর প্রেসক্লাবে উদ্বোধনী অনুষ্ঠানের আয়োজন করা...,2021-02-16 15:50:33
