,Commenter_Name,DateTime,Comment
1264,Shaheen Mollah,ID: 100010916648225,নারেতাকবির আল্লাহু আকবার
1265,Md Juel Rana,ID: 100069969409636,তোরা তো ভারতের দালাল
1266,Abdul Motaleb,ID: 100023095786050,নারায়ে তাকবির আল্লাহু আকবার এই মহিলা নাস্তিক
1267,Abdul Motaleb,ID: 100023095786050,এই মহিলা নাস্তিক
1268,MD Raju Raj,ID: 100012713012259,নারায়ে তাকবির আল্লাহু আকবর
1269,Nur A,ID: 100001606605602,অনেকে মরে গেছে অনেকের মরণের হয়েছে সময় এখনো বাংলাদেশের মানুষের মন খুব হিংসাময় যুগ যুগ ধরে এমন করিয়া কি চলিবে বিভাজন
1270,Rubel Ahmed,ID: 100003168690606,নারায়ে তাকবির আল্লাহু আকবর
1271,Habibur Rahman,ID: 100006321008307,নারায়ে তাকবির আল্লাহু আকবার
1272,Md Sazzad Hossain,ID: 100085879976172,নারায়ে তাকবির আল্লাহু আকবর
1273,Mohammad Mohiuddin Ali,ID: 100074411664372,বাল
1274,Mohammad Mohiuddin Ali,ID: 100074411664372,বাল কিছু করতে পারবিনা
1275,অভিমানী মন,ID: 100040208190578,তোরা তো আকাডার দল
1276,Russia Talaga Bapsa,ID: 100077377803635,নারেয়ে তাকবির আল্লাহু আকবর
1277,MD Mominul Islam,ID: 100059125453083,নারায়ে তাকবির
1278,Md Hasan,ID: 100056964714142,নারেয়ে তাকবির আল্লাহু আকবর সালাউদ্দিন কাদের চৌধুরী
1279,Sabuj Sabuj,ID: 100061319024832,এরা ভারতের দালাল এদের চিহ্নিত করে রাখুন
1280,Sabuj Sabuj,ID: 100061319024832,নাও ফেল হরে হরেকৃষ্ণ বলেছিল তখন তোমাদের চেতনা দন্ড খাড়ায় যায় নাই
1281,তাজমহল সুজ লেবুতলা,ID: 100078646421957,তুই ইনশাল্লাহ বললি কেন
1282,Alam Jahangir,ID: 100049937566981,নাস্তিক তোমরা আল্লাহর নামে এত ভয় পাও কেন তেমরা সাকারা ভারতের দালাল
1283,Alam Jahangir,ID: 100049937566981,নারায়ে তাকবির আল্লাহু আকবার
1316,Gias Uddin,ID: 100015489969948,
1333,কষ্টের রাসেল,ID: 100009065225856,
1376,تركي حمدان,ID: 100031234275687,
1383,Masum Billah,ID: 100003299731299,আমিতো নাই আমি তো ১৬ কোটির ই একজন
1384,Amir Hossen,ID: 100012605915872,জয় বাংলা গন সমাবেশ কত লোক হয় দেখতে চাই
1385,Md Mahobub Md Mahobub,ID: 100064581284334,
1386,MD Monna Habib,ID: 100015854827694,সফল হোক বিএনপির গনসমাবেশে
1387,MD Monna Habib,ID: 100015854827694,
1388,Kanan Chowdhury,ID: 100006122498629,শাহাদাত আপনি আপনার বা আপনাদের কথা বলেন ১৬ কোটির মধ্যে আমিও একজন তাই আমার কথা বলার অধিকার আপনাকে দেয়নি
1389,Khasru Zainul,ID: 100014174431802,আমাকে হিসাবে দরলে খবর আছে আমি সে ই ৯০ সাল থেকেই নৌকায় ভোট দিতেছি জয় বাংলা
1390,Md Jalal,ID: 100025607439022,এই সমাবেশ বিএনপির পতেনের লক্ষন
1391,Syed Mohammad Ibrahim,ID: 100009484193679,১২ তারিখ সমাবেশ সফল হোক
1392,MD Emran,ID: 100053096603741,যার নাকি নিজের বাড়িতে যাওয়ার জন্য অনুমতি নিতে হয় সেই নাকি বলে কোন জামিলা হলে পশাসন কে দায়ি করা হবে আর ওনি জানে না পশাসন কপিয়ত নে কপি হয়ত দে না
1393,Cancellation Panic,ID: 100045966020745,সফল হোক দুআ রইলো
1394,Absar Jamal,ID: 100007011158153,
1395,Faiz Mohammed,ID: 100035433788297,ভাই সারাদেশেতো প্রায় এক কোটির মতো আওয়ামীলীগের নিবন্ধিত নেতা কর্মী ই আছে সমর্থক শুভাকাঙ্ক্ষীদের হিসাব নাহয় বাদ ই দিলাম এরাওকি তাহলে আপনার ১৬ কোটির মধ্যেই আছে
1396,Lube BD,ID: 100061825879940,
1397,Sohel Chowdhury,ID: 100007075755034,
1398,এম.এ.এইচ. আজিম,ID: 100040973419271,করতেই পারে স্বাভাবিক তাদের অধিকার আছে সমাবেশ করার কিন্তু যাতে সাধারণ জনগণ সমাবেশের কারণে ভোগান্তিতে না পড়ে সেদিকে খেয়াল রাখতে হবে কর্তৃপক্ষের
1399,Giyes Uddin,ID: 100064489183157,
1400,Sohel Oxy,ID: 100007938571728,সমাবেশ মনে নাশতার চেষ্টা সাধারণ জনগণের জান মালের ক্ষতি
1401,Kazi Suman,ID: 100004274824829,সফল হোক
1402,MD Abdullah,ID: 100011183473476,
1403,Jonayed Chy,ID: 100002057596515,সমাবেশ সফল হোক
1404,Rahad Bin Anwar,ID: 100022676049009,ইনশাআল্লাহ
1405,Md Ahsanul Hoque,ID: 100052731334405,
1406,Manjurul Alam Manju,ID: 100008180582371,২০০১ থেকে ২০০৬ সালে বিএনপির শাসনামলে দেশে মানবাধিকার ছিল
1407,Kazi Mozammel Hoque,ID: 100003262946609,জ্বালানি তেল ও দ্রব্যমূল্যের ঊর্ধ্বগতি ভোলায় নুর আলম আব্দুর রহিম নারায়নগঞ্জে শাওন প্রধান মুন্সিগঞ্জে শহীদুল ইসলাম শাওন যশোরে আবদুল আলিম নিহত হওয়াসহ সারাদেশে পুলিশ হামলার প্রতিবাদে চট্টগ্রামের সর্বকালের সর্বশ্রেষ্ঠ মানুষ জমায়েতের শহরে পরিনত হবে ইনশাআল্লাহ
1408,Karim Fazlul,ID: 100024543413982,আশাকরি দয়াকরে মেহেরবানী করে সব মহল নিজ নিজ অবস্থান থেকে সব কিছু সহজভাবে মেনে নেবে তাহলেই কোন জটিলতা সৃষ্টি হবেনা রাজনীতি রাজার নীতিতে চলবে
1409,Mohd Asif,ID: 100003776947174,
1410,MD Shakibul Hasan,ID: 100060603183138,সফল হোক
1411,Md Amran,ID: 100042482119648,শেখ হাসিনার সরকার বার বার দরকার
1412,Md Ajij,ID: 100077045023129,
1413,Goja Mil,ID: 100065153224072,কোটি নাকি ১৮ কোটি
1414,Nasir Uddin Ahmed,ID: 100007158482503,১৬ কোটি মানুষ যদি তোমাদের সাথেই থাকে তাহলে আর চিন্তা কি মন্ত্রী সাংসদ প্রধানমন্ত্রী সবাইতো বিএনপির চোরচাট্টা টাকা পাচারকারী জুলুমবাজ সবাইতো তোমাদের তাহলে আন্দোলন কার বিরুদ্ধে আমার মাথায় ঢুকছে না বিষয়টা
1415,Syed Mohiuddin,ID: 100015628442513,সমস্ত ছাগল গুলো বিএনপির নেতা মনে হয়
1416,Mojaffar Alam,ID: 100022434093988,
1417,Arjo Drive,ID: 100008174081778,সফল হোক
1418,হাজ্বি দিদার মদিনা,ID: 100085210117355,ইনশাআল্লাহ সফল হোক
1419,Jilani Home,ID: 100063700429342,
1420,Chowdhury Yousuf,ID: 100004792996833,ইনশাআল্লাহ বিজয় সুনিশ্চিত এগিয়ে চলো শহিদ জিয়া অমর হউক খালেদা জিয়ার মুক্তি হউক
1421,Heart Rocky,ID: 100017276251298,অনেক অশিক্ষিত লোক বিএনপি দল করে তাই তারা রাজনীতি বুঝে না দোয়া করে ভালো পদে শিক্ষিত লোক দিলে রাজনীতি বুজবে
1422,Md Shofi,ID: 100008430700277,নারায়েতকবির আল্লাহ আকবর জিয়ার সৈনিক জিন্দাবাদ
1423,Tohidul Islam Sumon,ID: 100082535943560,আরা তো নাই ১৬ কোটি মানুষ তো বিএনপি কে সাপট করে না শুধু মিথ্যা বলে দেশে অশান্তি সৃষ্টি করছেন কেনো আপনারা
1424,Tanzim BD King,ID: 100006048373821,দুই দিন পর বি এন পি যাবে সাগরে মাছ ধরতে
1425,Md Rased,ID: 100013771293488,
1426,MD Shohidul Islam Jesan,ID: 100044309539219,
1427,Md Mohiuddin,ID: 100073945891586,হাটাও মাফিয়া বাচাও দেশ৷ ঠেক ব্যাগ বাংলাদেশ
1428,Md Jahir Uddin Jewel,ID: 100037360625299,
1429,Esham Hossain,ID: 100052073133957,উনাকে মানসিক ডাক্তারের কাছে নেওয়া উচিৎ
1430,Md Jibon Islam,ID: 100012150724745,এটাই বি এন পি ইন শা আল্লাহ বিজয় সুনিশ্চিত
1431,Mahabub Alam Sumon,ID: 100008146865398,
1432,Md. Ahad,ID: 100068447032665,ইনশাআল্লাহ্
1433,Kabir Howlader,ID: 100084685947364,
1434,Ohidul Ohid,ID: 100006220064707,অথচ শামীম ওসমান নারানগঞ্জের পাগলে বলে জে হাজার মানুষ নিয়ে নাকি মহা সমাবেশ করেছে বিএনপি এটাই তো নির্বুদ্ধিতার বড়ো পরিচয়
1435,Shoharur Rohman Shohag,ID: 100082008603966,নারায়ে তাকবীর আল্লাহু আকবার এই স্লোগানের মাধ্যমে আমরা আল্লাহর বড়ত্ব প্রকাশ করতে বেশী স্বাচ্ছন্দ বোধ করি
1436,Mohammad Sekandor,ID: 100075566258509,জনগণের অধিকার ফিরিয়ে আসিতেছে
1437,মোহাম্মদ হৃদয়,ID: 100018524410041,শুধু একবার চিন্তা করুন তো এত হামলা মামলা বাধা চেকপোস্টের বিভিন্ন রকম অসামাজিকতার কর্মকাণ্ড ছাত্রলীগ যুবলীগের নানান বাধার মুখে পড়েও লাখো মানুষের ঢল চট্টগ্রাম মাটিতে যদি সুষ্ঠুভাবে সমাবেশ করতে দিত তাহলে অবস্থানটা কি রূপ ধারণ করত একবার ভাবুন হ্যাঁ এটাই বিএনপি নিঃস্বার্থে যাকে জনগণ ভালোবাসে
1438,মোঃ মতিউর রহমান,ID: 100068215245496,সৈরাচার হটাও দেশ বাঁচাও
1439,মান্না ভাই মান্না,ID: 100070571857635,মুল নেতা ছাড়া এতো লোক আর নেতা থাকলে কতো লোক হতো
1440,Md. Foisal Sharif,ID: 100060967450101,
1441,Sarowar Hossan Shimul,ID: 100007642758825,সমাবেশে যোগ দিতে বাধা দেয়ার মানে হচ্ছে তা ক্ষমতাসীনদের দেউলিয়াত্বের বহিঃপ্রকাশ
1442,মোঃ শাকিল,ID: 100032340700431,সাব্বাশ চট্রগ্রামবাসি
1443,Md Abdullah Al Noman,ID: 100010508056421,৫ ১০ হাজাৱ লোক হয়েছে বানিতে শমীম ওসমান
1444,Shohag Ali,ID: 100011066346535,তীব্র নিন্দা ও পতিবাদ জানাই
1445,Marufur Rahman,ID: 100005439649313,কানা ওসমান বোরকা ওসমান আর বধির হাসানকে কেও ম্যানশন দে এইখানে
1446,Imran Hossain,ID: 100004474872305,ধন্যবাদ কে সুন্দর ভাবে নিউজ টা প্রকাশ করার জন্য এবং নিউজের হেডলাইন টার জন্য
1447,Simanto Simanto,ID: 100068089957234,যত মুশকিল ততো আশা
1448,MD Naser,ID: 100015315402934,বিএনপি নেতাদের সমাবেশে যত মানুষের ডল তারেক জিয়া কিংবা খালেদা জিয়া উপস্থিত থাকলে তখন সেটা কি পরিমান হতো কল্পনা করলে আপয়ামীলিগ নেতাদের হাত পা কাপবে আমি চ্যালেঞ্জ দিলাম শেখ হাসিনা ছাড়া একটি সমাবেশ করে আওয়ামিলীগ এর কোন নেতাই এই সমাবেশের এক তৃতীয়াংশলোক জড়ো করতে পারবে নাহ
1449,Talash Mahmud,ID: 100010053961487,
1450,Rudi Sabuti,ID: 100050517168593,পুলিশ লীগ
1451,MD Saddam Hossain,ID: 100014304665999,আওয়ামী লীগ কাউকে ভয় পায় না শুধু সুস্থ নির্বাচনকে ভয় পায় এখন দেখি বিএনপির মানুষকে ও ভয় পায়
1452,Harun Al-Rashid Harun,ID: 100057884110898,শহীদ জিয়ার স্মরণে ভয় করিনা মরণে
1453,Mahmudul Hasan Mamun,ID: 100010652378758,এর হা ম বা দি ক কই
1454,M D Fahim,ID: 100084959067554,
1455,M D Fahim,ID: 100084959067554,সফল হোক সমার্থ হোক
1456,Md Jahangir Alom,ID: 100078915465249,
1457,MD Masum,ID: 100055290254723,ওকে
1458,Shohanur Rahman,ID: 100005702202530,চট্টগ্রামের বিএনপির নেতাকর্মীদের ধন্যবাদ
1459,Mohammad Faruk,ID: 100053205696401,অভিযোগ করেছে মানে বলবেন যে পথে পথে হামলা করছে আপনারা এত ভয় পান কেন
1460,Mohammad Faruk,ID: 100053205696401,আর এখন তো কাদের সাহেব বলবেন এটা বিএনপির লোকেরাই করেছে
1461,Anwar Hossain Rony,ID: 100034795321838,
1462,Md Helal Sikder,ID: 100027459363944,
1463,Md Rony,ID: 100075274450544,ভূয়া
1464,দুষ্ট ছেলে,ID: 100084265312119,একটা লীগ পাইনি
1465,Estiak Ahmed Rifat,ID: 100081212675612,এই সব নিউজ কেও শামিম ওসমান আর তথ্যমন্ত্রী কে দেখা ভাইতারা মনে হয় কিছু খেয়ে কথা বলে এইগুলা নেতা কেমনে হইসে
1466,আমির হামজা,ID: 100043689393959,হামলা করে বিএনপি কে ঠেকানো যাবে বিএনপি বিজয় হবে ইনশাআল্লাহ বাংলার জনগণ জেগে উঠেছে
1467,Aliraj Raj,ID: 100076790109148,ভোট চোর সরকার আর নাই দরকার
1468,Akram Hossain Babu,ID: 100054266883876,যারা হামলা তাদের লিষ্ট করা হবে
1469,Abdul Momin Ovi,ID: 100003045507847,ওরে খোদা এত মানুষ বিএনপির সাথে আছে কিন্তু বাংলাদেশের কোন একটা দল তো মনে করে বিএনপির সাথে মানুষই নেই তাহলে এই মহাসমাবেশে যারা শরিক হয়েছে তারা কি ফেরেশতা নাকি
1470,Palas Palas,ID: 100040286655283,অভিনন্দন জানাই বিএনপির সকল কর্মীদের এবং নিন্দা জানাই যারা হামলা করেছে তাদেরকে চিহ্নিত করা হোক ১০ ডিসেম্বর পর থেকে এদেরকে বিচারের আওতায় আনা হবে ইনশাল্লাহ
1471,Mohammad Mohammad,ID: 100085543395769,এটা কি গনতন্ত্রের নমুনা হতে পারে সবার সমান অধিকার আছে রাজনৈতি ও সমাবেশ করার এটা রাজতন্ত্রের দেশ না যেভাবে হামলা করতেছে
1472,Mizbah Uddin Ahmed,ID: 100063580535426,
1473,Anowar Hossin,ID: 100008234896710,
1474,MD Hafiz,ID: 100003877079235,আপনাদের ক্যামেরায় লাখো মানুষ কারো কারো চোখে ২০ হাজারবুঝলাম না
1475,Saimon Khan,ID: 100050846466682,
1476,Kamal Uddin,ID: 100065915225909,
1477,Sohanur Rahaman,ID: 100006104928290,দেশে তো পাকিস্তানির অভাব নেই এই সমাবেশ তারই একটা অংশ হুম্মাম কাদের
1478,Md Hasan,ID: 100050500364667,ইনশাআল্লাহ ২০২৩ সালে বিএনপি ক্ষমতায় আসবে
1479,Foisal Uddin Fahim,ID: 100033484388364,
1480,Sharif Hossan Hawlader,ID: 100007872878489,
1481,Md Arman,ID: 100040242378904,আওয়ামিল দাবী করে সারা বাংলাদেশে সব আওয়ামী সমর্থন তাহলে কেনো তারা ভিবিন্ন এলাকায় হামলা চালাচ্ছে তারা ভুলে গেছে তিন চতুর্থাংশ লোকই শহীদ জিয়ার আদর্শ সৈনিক শহীদ জিয়াউর রহমান শিখিয়ে দিয়েছে কীভাবে কুত্তার লেজ সোজা করা যায় সেই মেডিসিন প্রয়োগ হবে কোন একসময়
1482,Emdadul Hoque,ID: 100071915288193,তাই
1483,Md Ashik,ID: 100049139745369,এই নিউজ গুলো মহিলা নেতা শামীম ওসমান কে দেখানো হোক
1484,Md Farid Hossain,ID: 100048577472136,এখানে নাকি হাজার মানুষ হয়েছিল মাত্র বানিতে হাছান মাহামুদ ও শামীম ওসমান
1485,Moh Showkut Akber Chowdhury,ID: 100023317403215,
1486,Yasin Arafat Ohin,ID: 100020928914939,সমাবেশে ১ ২ হাজার মানুষ হয়েছে বোরকা শামিম
1487,Monir Hossian,ID: 100080520886154,ইনশাআল্লাহ বিজয়ী হবে চাটার দল পালাবে
1488,Oniem Chowdhury Oniem Chowdury,ID: 100049745893434,পেরাউনে ভলে ৫ ৭হাযার মানুষ হোয়েচে পেরা উনের চোখের মাথা খাইচে
1489,MD Saimon,ID: 100027412178880,জয় হবে ইনশাআল্লাহ
1490,Md Dulal Dulal Mia,ID: 100005571852795,জিয়ার সৈনিক সত বাদা দিয়ে আটকে রাখা জাবে না
1491,Mohamed Sumon,ID: 100016866287899,
1492,মুহাম্মদ তারেক,ID: 100009257339052,বিএনপি ১০ হাজার লোক ও সমাগম করতে পারে না দল হাসাও মাহমুদ
1493,Md Ashraful,ID: 100040959558713,ডিবিসি আর সময় চেনেলের সাংবাদিকরা কি কানা নাকি
1494,Md Akash,ID: 100076417518043,যদি সুষ্ঠু নির্বাচন হয় আওয়ামীলীগ জিতলে হাতে চুড়ি পরবো
1495,Saruar Saruat,ID: 100074629518792,আওয়ামিলিগ মানে জারজ
1496,Md Mosaddek Hossain,ID: 100085177647395,লাখো বলছেন কেন জি লীগযে পাচ হাজার
1497,মেহেদী হাসান প্রিন্স,ID: 100013271348828,বিএনপি জনগণের দল
1498,Md Amdat,ID: 100037989128415,লাখো মানুষ দল নেমেছে বলতেছে সাংবাদিক
1499,Md Joshim,ID: 100073718242127,
1500,محمد جهانجير هيرا,ID: 100021004020332,
1501,MD Tajbidul Hasnat Dihan,ID: 100024174200909,এই সংবাদ টি কী বোরকা শামীম আর ভাইরাস হাসান দেখে নাই
1502,Imran Sohag,ID: 100050109259056,আমার বাবাও হামলার শিকার আপনাদের চ্যানেলে তার ছবি তুলে ধরার জন্য ধন্যবাদ মারার ভিডিওসহ আছে চাইলে ইনবক্স করুন
1503,Sujon Shikder,ID: 100055413632314,
1504,Md Delowar Hosen Delowar,ID: 100056186683855,
1505,Ariful Islam Somrat,ID: 100078351353690,
1506,Emon Ahmed Arnive,ID: 100010718283999,নির্বাচন আসার পূর্বে আওয়ামীলীগ রে এটা এক্টা সামান্য ট্রেইলার দিখালো চলচিত্র তো এখনো বাকি আছে হত্যা মামলা গুম গায়েব করে দিয়ে কয়জনকে সরাবে আমারে গুম করে দিলে জন্ম নিবে আরো জন ইনশাআল্লাহ এক্টি স্বাধীন দেশ দেখবো নারাইতাকবীর আল্লাহ্কবার
1507,Md Billal Hossain,ID: 100074060658613,হাসাও মাহমুদ কোথায়
1508,Al-amin Sarkar,ID: 100081335388278,ইনশাআল্লাহ সব প্রতিশোধ নেওয়া হবে
1509,Masum Parves,ID: 100011333819827,বোরকা শামীম বলবে ৫ ১০হাজার লোকজন হয়েছিল
1510,Ikbal Hossain,ID: 100021836747405,বিচার চাই
1511,রাজীব ইসান,ID: 100005707147481,কি শামিম ওসমান দেখে জাতির প্রশ্ন
1512,Shaparan Sozib,ID: 100017042440329,আজকের হরতাল চলছে শেখ হাসিনার উন্নয়ন এর ঠেলা জনগণ কে বয় পেয়ে নিজেই হরতাল ডেকেছে ময়মনসিংহ আজকে সন্ধায় কিছু আওয়ামিলীগের বে জন্মা নেতা বলবে বিএনপির ডাকে কেউ সাড়া দে নাই এদের জন্মের ঠিক নাই এরা হলো কনডম দরগঠনার ফসল
1513,Sid Ratul,ID: 100004056434902,
1514,Abrar Ahmed Easfi,ID: 100010250286275,
1515,Mdsumsuzzaman Prodhan Mdsumsuzzaman Prodhan,ID: 100079340277498,ভাইয়া বি এন পি নেত্রী ৫ম শ্রেণী পাস তার কর্মি কোন শ্রেণী পাস
1516,Shohel Rana,ID: 100010904264312,চাপাবাজ সামীম ৭০রাকাতি ও বলদা মাহমুদ এগুলো দেখে ভয়ে উল্টা পাল্টা কথা বলতেছে
1517,Md Younus,ID: 100072570726495,খুনিহাসিনারজবাবচাই
1518,Sk Rajon,ID: 100061799746558,ধন্যবাদ কে সুন্দর ভাবে নিউজ টা প্রকাশ করার জন্য এবং নিউজের হেডলাইন টার জন্য
1519,Zihad Islam,ID: 100069464996924,আসাদুল ভাই আমি ওদোয়া করি এবার যেন বিএনপি সফল হয়
1520,Fahim Hasan,ID: 100049784378657,কাওরে ভাড়া করে নেওয়ার দরকার হয় নাই সবাই নিজের ইচ্ছায় গেছে
1521,Josim Poloan,ID: 100086403859111,
1522,Josim Poloan,ID: 100086403859111,
1523,মোঃ তৌহিদুল ইসলাম মানিক,ID: 100077314241715,ইনশাআল্লাহ এই অবৈধ সরকারের পতন হবে রাজপথে তারুণ্যের অহংকার আগামীর রাষ্ট্র নায়ক জনাব
1524,MD Alamin Ats,ID: 100038686954527,দিন কানা হাসাও মাহ মুত এসব দেখে না
1525,Md Shohidul Islam,ID: 100075955586439,
1526,Md Shohidul Islam,ID: 100075955586439,
1527,মোঃ ইসমাইল আলীকদম,ID: 100017916603437,
1528,M. A. Latif,ID: 100006652093127,
1529,MD Bahadur ISLAM,ID: 100051426053244,
1530,Md Imran Hosain,ID: 100008596484369,সফল হবে
1531,Md Munna,ID: 100077452780783,হঠাও মাফিয়া বাচাও দেশ
1532,Md.Mofazzal Hosen,ID: 100015915603687,ক্ষমতায় থাকতে লুটপাট করে খাইছে আর এখন বড় বড় কথা বিএনপির নেতাদের
1533,খাদিজা খাদিজা,ID: 100036481104249,জিয়ার সৈনিক মাইর খায় দৈনিক
1534,Md Alif Alif,ID: 100062324029436,টাকা ছাড়া একটা মানুষের চাকরি দেয় নাই বিএনপি আমলে ভুলি নাই কিছু আমরা
1535,Md Jahangir Alom,ID: 100070229283083,আলহামদুলিল্লাবিএনপি র জয় হোক
1536,মো জাহিদ হাসান,ID: 100011395082925,নিজেদের আমলে তো অর্ধেক মানুষকেও চাকরি দিতে পারেন নাই বিএনপির নেতারা এখন ভাষণ দেয়
1537,মোঃ জাকির হোসেন শিকদার,ID: 100079633512860,হটাও মাফিয়া বাচাও দেশে
1538,MD Hemal Miah,ID: 100022799273924,হ্যাঁ খালেদা জিয়া তো ছাত্রদল ক্যাডারদের চাকরি দিছেন পরীক্ষা ছাড়াই
1539,Amana Amana,ID: 100066603766437,বিএনপি ক্ষমতায় থাকলে এতদিনে না খেয়ে মরতে হতো বাংলাদেশের মানুষের
1540,M Jiya Hoque,ID: 100022347545973,মাশাআল্লাহ আলহামদুলিল্লাহ
1541,Mosiur Rohoman,ID: 100017912805273,নিজেদের নাই দুইটা অর্জন আবার আশা দিতে আসছে বিএনপির ডেট এক্সপায়ার্ড নেতারা
1542,SK Sakawat Shakir,ID: 100073268972821,শীত না আসতে নতুন পাগলের আমদানি আগমন বিএনপি জারজ অবৈধ সংগঠন গাঞ্জা খোর সংগঠন
1543,MD Riyaj,ID: 100086558463472,
1544,মো মাহাবুল হাওলাদার,ID: 100065696883990,বিএনপি ক্ষমতায় এলে আবার দুর্নীতিতে চ্যাম্পিয়ন হবো আমরা
1545,MD Hellal,ID: 100031753035686,আন্দোলনের নামে সহিংসতা করলে জবাব দেবে আ লীগ
1546,Md Nurislam,ID: 100024309664415,বিএনপি যদি আন্দোলনের নামে সহিংসতা করে তাহলে আওয়ামী লীগ সমুচিত জবাব দেবে
1547,Parves Hossain,ID: 100014645224619,শান্তিপূর্ণ ও গণতান্ত্রিক আন্দোলনকে স্বাগত জানানো যায় তবে সহিংস আন্দোলনকে নয়
1548,Md Nannu Sikdar Natore,ID: 100071572372525,আল্লাহর হুকুম জেদিকে হবে সেই পাশকোরবে
1549,Ab Kium Ab,ID: 100027399623375,গত ১৪ বছর ধরে গণঅভ্যুত্থান ও আন্দোলনের মনগড়া ভয় দেখিয়ে আসছে বিএনপি
1550,Mizanur Rahman,ID: 100036997456734,বর্তমানে বাংলাদেশের জনবিচ্ছিন্ন দল কর্তৃক তথাকথিত আন্দোলন ও অবরোধের নামে যে সহিংসতা ছড়ানো হচ্ছে তাকে সমগ্র দেশবাসী এবং বিশ্ব বিবেক তীব্র ধিক্কার জানিয়েছে
1551,Aslam Khan,ID: 100021492849396,দেশ বিএনপি জামাতের সন্ত্রাসীদের অভয়ারণ্যে পরিণত হয়েছে
1552,Arohi Jannat Arohi Jannat,ID: 100034886179103,বিএনপি আন্দোলনের নামে আগুন সন্ত্রাস আর জনগণের সম্পদ ধ্বংসের রাজনীতিই করে থাকে
1553,Josim Haoladar,ID: 100051752806750,আন্দোলন নামক নাশকতার আগুন নিয়ে খেললে এর পরিণতি শুভ হবে না বিএনপির জন্য
1554,Abdul Halim Miah,ID: 100005677788576,বিএনপির হুংকার গাছে কাঁঠাল গোঁফে তেলের মতো
1555,Ripon Mia,ID: 100014593029218,বিএনপি অপশক্তি এখন ঘাপটি মেরে বসে আছে আবার বিশৃংখলা করার জন্য
1556,Naila Jerin,ID: 100053189311208,শেখ হাসিনা সরকার বার বার দরকার জয় বাংলা
1557,Md Rasel Mahmud,ID: 100027983100635,হটাও মাফিয়া বাঁচাও দেশ খালেদা জিয়ার বাংলাদেশ চট্টগ্রামে লাখো জনতার স্লোগান
1558,Md Arfat,ID: 100076931992734,
1559,Md Arfat,ID: 100076931992734,
1560,Md Moftasim,ID: 100068050617171,জয় বাংলা
1561,Imtiaz Ali,ID: 100040742988664,
1562,মোঃ ইকবাল হোসাইন,ID: 100007489781280,বাংলাদেশ বিনোদন পার্টি
1563,শেষ নবীর উম্মত,ID: 100063624423374,সফল হোক দোয়াও ভালো বাসা রইলো
1564,Rup Kotha,ID: 100084909396547,
1565,Md Motaleb Hosen,ID: 100071055147305,আওয়ামী লীগ সরকার আর নাই দরকার
1566,Md Rahat,ID: 100081893505638,
1567,MD Tarek Mahmud,ID: 100078203541813,
1568,As Arsadul Islam,ID: 100071545481886,ইনশাআল্লাহ আবার আসবে খালেদা জিয়া
1569,Muhammad Sagor Munshi,ID: 100040053636011,আগে যদি জানতাম ফখরুল মিয়া চট্টগ্রাম যাবে কসবা রেলওয়ে স্টেশন আটকাই দিতাম
1570,Md Alamin,ID: 100082064574371,
1571,Emran Hosain,ID: 100081330784492,জিয়ার সৈনিক এক হও লড়াই করো
1572,Mohammad Fahad Bepary,ID: 100043512941463,তারেক রহমানকে ভার্চুয়ালি আলোচনা করা দরকার
1573,Muhammad Atikul Islam,ID: 100069673069616,মির্জা ফখরুল ইসলাম মাথা খারাপ
1574,Md Monir Mup,ID: 100044636411475,আজকে চট্টগ্রামে মহান সমাবেশ বিএনপির নেতা কর্মীকে বলে দিন গতবারের ক্ষমতায় আসে ১০ট্রাক অস্ত্র এনেছে এবারে ক্ষমতায় আসলে ২০ট্রাক আনবেন
1575,Washim Akram,ID: 100080506446192,এই জনপ্রিয়তা দেখে আওয়ামীলীগের মাথা নষ্ট হয়ে গেছে
1576,Don Kopa,ID: 100085662159660,
1577,MD Shanto,ID: 100024136000591,চাঁদপুর জেলা বিএনপির সাবেক সফল সভাপতি ও হাজীগঞ্জ শাহরাস্তির গণমানুষের নেতা ধানের শীষের মনোনীত প্রার্থী আমাদের অবিভাবক ইঞ্জিনিয়ার মমিনুল হক ভাইয়ের পক্ষ থেকে আজকের মহা সমাবেশে উপস্থিত সবাইকে শুভেচ্ছা ও অভিনন্দন
1578,Md Arman Hossain,ID: 100043819343163,
1579,AB Amin,ID: 100021909561976,
1580,মোঃ মনজুর আহমদ ড,ID: 100047654718530,এগিয়ে জাও জিয়ার শৌনিক
1581,MD Motaleb Hossain,ID: 100086299533015,আমি চাই বাংলাদেশে আবার বি এন পি সরকার ক্ষমতায় আসুক আর সৈরাচারী আওয়ামী লীগের শাসকের পরাজয় হউক তাহলে বাংলাদেশে আবার শান্তি ফিরে আসবে
1582,আমির হামজা,ID: 100043689393959,বাদা দিয়ে বিএনপি কে ঠেকানো যাবে না বাংলাদেশ জনগণ জেগে উঠেছে
1583,Md Delowar Hossain,ID: 100027307938514,যে চট্টগ্রাম থেকে স্বাধীনতার ঘোষণা দিয়েছিলেন শহীদ প্রেসিডেন্ট জিয়াউর রহমান সেই চট্টগ্রাম থেকে বিভাগীয় গন মহাসমাবেশ এর মাধ্যমে এই সরকারের পতন হবে ইনশাআল্লাহ
